sro,serial,vcode,village_hi,note
basgaon,16,1016,"अरनी, तप्पा—कुसवासी",road: r9to12 printed as 500 (clearly legible) but lower than r5to9=4500; likely typo for 5000 - verify | agri: nh_b 116 < dist_b 140 and other_d 50 (similar rows 53) as printed
basgaon,33,1033,"इटकौली, तप्पा—गुरम्ही",agri: dist_b-d 152/118/96 differ from nh-row pattern; verified on scan
basgaon,44,1044,"कांटा, तप्पा—महसिन",agri: other 66/55/46 unusual; verified at 3x
basgaon,68,1068,"कटया, तप्पा—कुशवासी",agri: link_d 73 (<86 typical); verified
basgaon,87,1087,"कडहा चक, तप्पा—गगहा",agri: link_d 73; verified
basgaon,88,1088,"कोठा मुस्तकिल, तप्पा— रामपुरकोठा",agri: link_d 73; verified
basgaon,99,1099,"खजुरी बाबू, तप्पा— नर्रे",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,109,1109,"गेरुआ उर्फ परसौना, तप्पा—महसिन",agri: dist_b-d 119/99/83 with dist_a 550 unusual; as printed
basgaon,110,1110,"गोछरन, तप्पा—महसिन",agri: dist_b-d 140/117/96 with dist_a 160 unusual; as printed
basgaon,121,1121,"गौरपार, तप्पा— नर्रे",agri: dist_b/c 130/108 unusual; verified at 2.5x
basgaon,122,1122,"गोडसरी, तप्पा— पचीसी",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,131,1131,"गजपुर एहतमाली, तप्पा—रामपुर कोठा",agri: dist_b 108 (>link-pattern 83); verified at zoom
basgaon,132,1132,"गोबरईया, तप्पा—गगहा",agri: other_a 300 with link_a 460; verified
basgaon,155,1155,"चिउटहा एह0, तप्पा—गुरम्ही",agri: dist_c 70 (71 elsewhere); verified
basgaon,162,0001,चौखण्डी बॉसगॉव,basic: semi-urban row: V-code 0001 breaks sequence (printed as such); category अर्द्धनगरीय | road: col5=वार्ड नं0–10 | agri: vcode 0001 ward row (वार्ड नं0-1); dist_b 130 unusual; as printed
basgaon,169,1168,"जमदरा, तप्प—अठैसी",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,170,1169,"जमीन लौहरपुर, तप्पा—मजुरी",agri: link_c 104 (<114 pattern); verified
basgaon,188,1187,"टेम्हा, तप्पा—कुशवासी","agri: dist_a 550 with b-d 119/99/83, link_a 500, other_a 300; verified"
basgaon,191,1190,"टेकुआ दर्जी, तप्पा—गगहा",agri: link_a 400 (370 pattern); verified
basgaon,192,1191,टेकुआ चतुर,road: name printed without तप्पा
basgaon,208,1207,"डवरपार, तप्पा—कुशवासी",comm: shop_multi printed 31680 (other 28600-rate rows show 31700) - verified at zoom | agri: other_a 600 (500 in same-pattern rows); verified at 2.5x
basgaon,214,1213,"ढरसी, तप्प—अठैसी",road: dotted line along row on scan (artifact? not a strike-out); values legible | comm: shop_multi printed 31680 (other 28600-rate rows show 31700)
basgaon,219,1218,"तीयर, तप्पा—तीयर",agri: dist_d 99; verified
basgaon,220,1219,"तिघरा पटवारी, तप्पा—पाली",agri: dist_d 99; verified
basgaon,221,1220,"तिघरा रुद्रमन, तप्पा—पाली",agri: dist_d 99; verified
basgaon,237,1236,"देवडार बाबू, तप्पा–महसिन",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,241,1240,"दुबौली, तप्पा–तीयर",agri: dist_b 140 < dist_c 129 pattern oddity (151 expected); verified at 2x
basgaon,254,0002,दोनखर पूर्वी,road: col5=वार्ड नं0 6 | agri: ward वार्ड नं0 6
basgaon,255,0003,दोनखर पश्चिमी,road: col5=वार्ड नं0 5 | agri: ward वार्ड नं0 5
basgaon,256,0004,दक्षिणी टोला बॉसगॉव,road: col5=वार्ड नं0 11 | agri: ward वार्ड नं0 1
basgaon,257,1253,"धैबौली गहरवार, तप्पा–महसिन",agri: other_c 76 > pattern 63; verified
basgaon,260,1256,"धुसुना, तप्पा–पाली",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,268,1264,"नसीरपुर, तप्पा–पाली",agri: dist_d 86 (83 pattern); verified
basgaon,276,1272,"नवापार, तप्पा–कुशवासी",agri: other_c 52 (54 pattern); verified
basgaon,277,1273,"नैनिया, तप्पा–गुरम्ही",agri: other_c 52; verified
basgaon,278,1274,"नीमडाड, तप्पा–गुरम्ही",agri: other_c 52; verified
basgaon,284,1280,"नवाचक, तप्पा–गगहा",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,303,1299,"पिछौरा, तप्प–अठैसी",comm: printed 220000/264000/231000 (10x neighbours; likely extra zero in source) - verified at zoom
basgaon,318,1314,"परासी, तप्पा–गगहा",agri: link_d 73 atypical for this rate group (usually 86); as printed
basgaon,324,1320,"बरपार पाण्डेय, तप्पा–महसिन",agri: link_c 116 > link_b 108 (usually 89); as printed
basgaon,329,1325,"बहीडाडी, तप्पा–महसिन",road: r2to5 = r5to9 = 5500 as printed (verified zoom)
basgaon,330,1326,"बैदौली मोहन सिंह, तप्पा–महसिन",road: dotted line along row on scan (artifact? not a strike-out); values legible
basgaon,336,1332,"बिजुलिया, तप्पा–महसिन",basic: unusually low rate 500 (clearly printed)
basgaon,353,1349,"विनयकटारी, तप्पा–कुशवासी",agri: other_a 300 > link_a 140 (usually 120); as printed
basgaon,365,1361,"बलुआ बुजुर्ग, तप्पा– पचीसी",agri: dist_d 92 (usually 118 with this group); as printed
basgaon,366,1362,"बलुआ खुर्द, तप्पा– पचीसी",agri: dist_d 92 (usually 118 with this group); as printed
basgaon,383,0005,बहीडांड़ी बैलरी,agri: other_c 98 > other_b 95 (likely 76); as printed; category अर्द्धनगरीय
basgaon,384,0006,बड़ावन लमोहिया,agri: other_c 98 > other_b 95 (likely 76); as printed
basgaon,385,0007,बड़ावन पश्चिमी,agri: other_c 98 > other_b 95 (likely 76); as printed
basgaon,392,1383,"भिटखोरी, तप्पा–महसिन",comm: office printed 28380 (tier elsewhere 28400); clearly legible
basgaon,418,1409,"भरवलिया, तप्पा–गगहा",agri: other_a 400 > dist_a 160 and link_a 140 (mixed rate groups); as printed
basgaon,454,1445,"मिश्रौली, तप्पा– पचीसी",comm: shop_multi printed 31680 and office 28380 (tier elsewhere 31700/28400); verified at zoom
basgaon,477,1465,"रामनगर, तप्पा– नर्रे","agri: b > a in dist/link/other (a from 160/140/120 group, b-d from 242/217/132 group); as printed"
basgaon,478,1466,"रानीपुर, तप्पा– पचीसी",road: r9to12 printed as 975 (likely 9750 misprint; kept as printed)
basgaon,479,1467,"रुद्राईनपुर उफ मझगाँवा, तप्पा–कुशवासी",agri: b > a in dist/link/other (mixed groups); as printed
basgaon,491,1479,"रकहट मुस्तकिल, तप्पा–गगहा",agri: other_a 300 > dist_a 160 and link_a 140; as printed
basgaon,501,1489,"लेडुआवारी खुर्द, तप्पा–पाली",agri: link_b 108 (usually 129 in this group); as printed
basgaon,512,1500,"साईताल, तप्पा–महसिन",agri: nh_a 900 printed but nh_b–nh_d are dashes; as printed
basgaon,552,1540,"हटवार, तप्पा–महसिन",agri: other_a 400 > dist_a 160 and link_a 140; as printed
basgaon,567,1555,"हरियर सीयर बुजुर्ग, तप्पा–गगहा",basic: serial 567 has handwritten overmark
basgaon,568,1556,"पिपरा एहतमाली, तप्पा–गुरम्ही",agri: dist_b 108 (usually 83 in this group); as printed
basgaon,569,1557,"कुसहा, तप्पा– गुरम्ही",agri: link_c 67 < link_d 73 (usually 89); as printed
basgaon,571,1559,"चन्दर ए0, तप्पा– गुरम्ही",comm: category column prints भौवापार (a place name) instead of ग्रामीण/अर्द्धनगरीय | agri: b > a in dist/link/other (a=80/60/50); as printed
basgaon,572,1560,"सुरवनिया, तप्पा– महसिन",basic: vcode last digit hand-corrected on scan (read 1560) | comm: category column prints उनवल (a place name) instead of ग्रामीण/अर्द्धनगरीय | agri: link_c 67 < link_d 74; name clipped at cell edge (likely महसिन); as printed
khajni,14,1014,औराई,road: r5to9<r2to5 as printed
khajni,29,1029,अलीपकड़ी,road: r5to9<r2to5 as printed
khajni,31,1031,इन्नाडीह,road: r9to12 printed 2100 equals r5to9 (other rows have 0)
khajni,38,1038,इन्नाडीह,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,39,1039,इमलीडीह,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,40,1040,इमलीडीह खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,41,1041,इमलीडीह बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,42,1042,उनौला खास,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,43,1043,उफरौली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,44,1044,उरूवा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,45,1045,उसरापार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,46,1046,उसवा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,47,1047,उल्था खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,48,1048,उल्था बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,49,1049,उसड़ी उर्फ रघुनाथपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,50,1050,उसरैन,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a printed 9200 (out of pattern vs 860 link_a; possibly 920) - check
khajni,51,1051,उसरीखास,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,52,1052,एकमा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,53,1053,एकडंगा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,54,1054,एकौना खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,55,1055,एकौना बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,56,1056,ऐनवा,basic: rate 1500 is handwritten in the cell (replaces print) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,57,1057,कुवरपार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,58,1058,कुआ बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,59,1059,कुई कोल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,60,1060,कुड़वा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,61,1061,कुडा बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,62,1062,कुड़ाभरत,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,63,1063,कुआ खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,64,1064,केवटली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,65,1065,कैथवलिया शुक्ल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,66,1066,कैथवलिया हरख सिंह,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,67,1067,कैराडीह,basic: printed 1400 (below the usual 1500 minimum) - verified at zoom | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,68,1068,कटघर,comm: shop_single_land 20000 lower than usual pattern with 30000/25000; as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,69,1069,कटया तप्पा–बनकटा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,70,1070,कटया तप्पा–हवेली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,71,1071,कटवर,basic: printed 1500; handwritten '3300' with tick in right margin next to this row | comm: shop_single_land 24000 unusual (pattern 26000/30000/25000); as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,72,1072,कठैचा विन्दन,road: r9to12 digit overwritten in scan (read 5600) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,73,1073,कठैची,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,74,1074,कठौता,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,75,1075,कन्हौली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,76,1076,करैला बारी,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,77,1077,करनपुरा,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,78,1078,करमदेवा खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,79,1079,करमदेवा बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,80,1080,करमाखोर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,81,1081,कलवारी माफी,basic: printed 1400 (below the usual 1500 minimum) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,82,1082,कसिहरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,83,1083,कसबा संग्रामपुर,road: r9to12 second digit overwritten in scan (read 10200) | comm: shop_multi 24000 unusual (pattern 26000/30000/25000); as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a printed 9200 (out of pattern vs 860 link_a; possibly 920) - check
khajni,84,1084,कासिमपुर जिगनी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,85,1085,कोठा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,86,1086,कोल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,87,1087,कोढ़ियाडाड़,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,88,1088,कोहटा घुरहू,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,89,1089,कोहटा रूप,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); unusual combination of values as printed
khajni,90,1090,किठिउरी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,91,1091,कुआं तप्पा–बेलघाट,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,92,1092,कुई खुर्द,road: r9to12 second digit overwritten in scan (read 10200) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a printed 9200 (out of pattern vs 860 link_a; possibly 920) - check
khajni,93,1093,कुई बुजुर्ग,road: r9to12 second digit overwritten in scan (read 10200) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a printed 9200 (out of pattern vs 860 link_a; possibly 920) - check
khajni,94,1094,कुड़हा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,95,1095,कुरहरी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,96,1096,कुरी बाजार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a printed 9200 (out of pattern vs 860 link_a; possibly 920) - check
khajni,97,1097,कुसमौली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,98,1098,केराडीह,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,99,1099,केवलाचक,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,100,1100,केशोपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,101,1101,कैथी बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,102,1102,कटका,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,103,1103,कटघरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,104,1104,कटया एहतमाली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,105,1105,कटया मुस्तकिल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,106,1106,कटहा बाबू,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,107,1107,करमेहटा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,108,1108,कविलासपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,109,1109,कास्त त्रिफला,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,110,1110,कास्त सुखदेव,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,111,1111,कास्तदेउर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,112,1112,कास्तनेवरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,113,1113,कास्तभोज जोखन,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,114,1114,कास्तमितई तिवारी,basic: printed 1400 (below the usual 1500 minimum) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); unusual combination of values as printed
khajni,115,1115,कोटवा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,116,1116,कोनी खुर्द,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,117,1117,कोनी बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,118,1118,कोटिया उर्फ गिरधरपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,119,1119,कोटिया विशुनी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,120,1120,कोटिया कोलाहल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,121,1121,कोटिया पटटी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,122,1122,किन्नूभार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,123,1123,खड़ौहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,124,1124,खड़हादेउर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,125,1125,खरकोन,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,126,1126,खरफर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,127,1127,खरहरी तप्पा–महसीन,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,128,1128,खरहरी तप्पा–हवेली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,129,1129,खुटभार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,130,1130,खुटहना,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,131,1131,खैराटी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,132,1132,खैरी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,133,1133,खरसरदेउर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,134,1134,खलिया,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,135,1135,खैराटी तप्पा–बेलघाट,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,136,1136,खाखर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,137,1137,खान्सेचक,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,138,1138,खजुरी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); unusual combination of values as printed
khajni,139,1139,गजारी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,140,1140,गठुआखोर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,141,1141,गडैना,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,142,1142,गुलउर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,143,1143,गहना,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,144,1144,गाजर जगदीश,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,145,1145,गाजर वंशमन,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,146,1146,गाजर नरसिंह,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,147,1147,गाहीपार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,148,1148,गोन्दा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,149,1149,गोनहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,150,1150,गोपालपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,151,1151,गोपीपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,152,1152,गोरसैरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,153,1153,गौर्रा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,154,1154,गोविन्द चक उर्फ नकहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,155,1155,गोहली बसन्त,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,156,1156,गोहली सीतल,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,157,1157,गोसाईपुर तप्पा–बनकटा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,158,1158,गौरापार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); unusual combination of values as printed
khajni,159,1159,गौरी खुर्द/बुजुर्ग,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,160,1160,गनेशपुर तप्पा–नकौड़ी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,161,1161,गनेशपुर तप्पा–भदार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,162,1162,गुलरहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,163,1163,गुवारी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial); dist_a 660 with dist_b 153 (unusual combination) as printed
khajni,164,1164,गाइबेला,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,165,1165,गोधना,road: r5to9<r2to5 as printed | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,166,1166,गोपलापुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,167,1167,गेपलापुर तप्पा परसी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,168,1168,गोबडौर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,169,1169,गोविन्दपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,170,1170,गोसाईपुर तप्पा वेलघाट,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,171,1171,गौरगंज,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,172,1172,गंगटही,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,173,1173,गेपाल देवरियर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,174,1174,गिदहा,basic: rate printed in italic (different typeface from neighbours) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,175,1175,घइसरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,176,1176,धमउर,basic: name printed with ध (sits in घ alphabetical run; possibly घमउर) | agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,177,1177,घरसरिया,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,178,1178,घोडसारी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,179,1179,घेरवा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,180,1180,घुरमुलही,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,181,1181,चइतरा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,182,1182,चकनकदह,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,183,1183,चकबैदपुरवा उर्फ मठिया,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,184,1184,चकबन्गला,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,185,1185,चकराजपुर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,186,1186,चचउली,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,187,1187,चतुरबन्दुआरी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,188,1188,चन्दलहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,189,1189,चनहर,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,190,1190,चरकहा,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,191,1191,चरनाद,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,192,1192,चौबरिया,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,193,1193,चॉचपार,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,194,1194,चिलौना,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,195,1195,चिहारी उर्फ काछी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,196,1196,चक इनायत,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,197,1197,चकखानजहॉ,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,198,1198,चकखानमोहम्मद,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,199,1199,चकनूरवाफ,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,200,1200,चकफरीद,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,201,1201,चकभोला,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,202,1202,चकराधवदास,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,203,1203,चपरहट,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,204,1204,चकिया,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
khajni,205,1205,चोरभारी,agri: vcode hand-corrected on scan (printed code overwritten; corrected value = 1000+serial)
